ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"LaStudio: Enable 360 Viewer","LaStudio: Swatch Type","LaStudio: Swatch Data","Meta: rs_page_bg_color","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _product_url","Meta: _button_text","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
186,simple,LA-01,"Oversize quilted coat",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,39.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_1.jpg,,,,,,,,,0,,,,,,,,,,,,,,
189,simple,LA-02,"Faux shearling-lined parka",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,79.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_2.jpg,,,,,LA-062,,,,0,,,,,Color,"Black, Green, Red, White",1,1,Size,"L, M, S, XL, XXL",1,1,http://asdasd,asdasd
190,simple,LA-03,"Anorak with detachable bag",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,29.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_3.jpg,,,,,,,,,0,,,,,,,,,,,,,,
192,simple,LA-04,"Double-breasted blazer",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,39.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_4.jpg,,,,,,,,,0,,,,,,,,,,,,,,
193,simple,LA-05,"Flap pockets blazer",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,69.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_5.jpg,,,,,,,,,0,,,,,,,,,,,,,,
194,simple,LA-06,"Check cropped suit jacket",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,89.99,169.43,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_6.jpg,,,,,,,,,0,,,,,,,,,,,,,,
198,simple,LA-07,"Denim bomber jacket",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,69.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_7.jpg,,,,,,,,,0,,,,,,,,,,,,,,
199,simple,LA-08,"Faux-fur lapels biker jacket",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,106.58,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_8.jpg,,,,,,,,,0,,,,,,,,,,,,,,
227,simple,LA-009,"Cross button blazer",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,,69.99,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_12.jpg,,,,,,,,,0,,,,,,,,,,,,,,
232,simple,LA-10,"Belt faux-leather blazer",1,0,visible,"Aliqua id fugiat nostrud irure ex duis ea quis id quis ad et. Sunt qui esse pariatur duis deserunt mollit dolore cillum minim tempor enim. Elit aute irure tempor cupidatat incididunt sint deserunt ut voluptate aute id deserunt nisi.","<div class=""product_desc-row"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<div class=""product_desc-img""><img class=""alignnone size-full wp-image-3306"" src=""https://luxsa.la-studioweb.com/wp-content/uploads/2021/06/p_1_1.jpg"" alt="""" width=""485"" height=""425"" /></div>
\n<div class=""product_desc-desc"" data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">
\n<h4>WE LOVE FASHION</h4>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">Vestibulum eu quam nec neque pellentesque efficitur id eget nisl. Proin porta est convallis lacus blandit pretium sed non enim. Maecenas lacinia non orci at aliquam. Donec finibus, urna bibendum ultricies laoreet, augue eros luctus sapien, ut euismod leo tortor ac enim.</p>
\n<p data-lastudiopagespeed-mouseover=""true"" data-lastudiopagespeed-mouseout=""true"">In hac habitasse platea dictumst. Sed cursus venenatis tellus, non lobortis diam volutpat sit amet. Sed tellus augue, hendrerit eu rutrum in, porttitor at metus. Mauris ac hendrerit metus.</p>
\n</div>
\n</div>",,,taxable,,1,999,,0,0,,,,,1,,69.99,106.58,"women jacket",,,https://luxsa.la-studioweb.com/wp-content/uploads/2021/05/m1_p_11.jpg,,,,,,,,,0,,,,,,,,,,,,,,
